Time in s	CH II in Volt	
1.922E-1	6.00E-03	
1.923E-1	5.20E-03	
1.924E-1	4.40E-03	
1.925E-1	3.60E-03	
1.926E-1	2.40E-03	
1.927E-1	2.80E-03	
1.928E-1	1.60E-03	
1.929E-1	8.00E-04	
1.93E-1	0.00E+00	
1.931E-1	-4.00E-04	
1.932E-1	-1.60E-03	
1.933E-1	-1.60E-03	
1.934E-1	-2.80E-03	
1.935E-1	-4.00E-03	
1.936E-1	-3.60E-03	
1.937E-1	-4.80E-03	
1.938E-1	-6.00E-03	
1.939E-1	-5.60E-03	
1.94E-1	-6.00E-03	
1.941E-1	-6.80E-03	
1.942E-1	-7.20E-03	
1.943E-1	-8.00E-03	
1.944E-1	-8.40E-03	
1.945E-1	-8.80E-03	
1.946E-1	-9.20E-03	
1.947E-1	-9.20E-03	
1.948E-1	-9.20E-03	
1.949E-1	-1.04E-02	
1.95E-1	-1.08E-02	
1.951E-1	-1.04E-02	
1.952E-1	-1.12E-02	
1.953E-1	-1.08E-02	
1.954E-1	-1.08E-02	
1.955E-1	-1.12E-02	
1.956E-1	-1.08E-02	
1.957E-1	-1.04E-02	
1.958E-1	-1.08E-02	
1.959E-1	-1.00E-02	
1.96E-1	-1.00E-02	
1.961E-1	-9.20E-03	
1.962E-1	-9.60E-03	
1.963E-1	-9.20E-03	
1.964E-1	-9.20E-03	
1.965E-1	-9.20E-03	
1.966E-1	-9.60E-03	
1.967E-1	-1.04E-02	
1.968E-1	-1.08E-02	
1.969E-1	-1.12E-02	
1.97E-1	-1.16E-02	
1.971E-1	-1.20E-02	
1.972E-1	-1.24E-02	
1.973E-1	-1.28E-02	
1.974E-1	-1.32E-02	
1.975E-1	-1.44E-02	
1.976E-1	-1.40E-02	
1.977E-1	-1.40E-02	
1.978E-1	-1.56E-02	
1.979E-1	-1.56E-02	
1.98E-1	-1.56E-02	
1.981E-1	-1.60E-02	
1.982E-1	-1.56E-02	
1.983E-1	-1.64E-02	
1.984E-1	-1.68E-02	
1.985E-1	-1.72E-02	
1.986E-1	-1.64E-02	
1.987E-1	-1.72E-02	
1.988E-1	-1.72E-02	
1.989E-1	-1.72E-02	
1.99E-1	-1.76E-02	
1.991E-1	-1.72E-02	
1.992E-1	-1.72E-02	
1.993E-1	-1.72E-02	
1.994E-1	-1.60E-02	
1.995E-1	-1.60E-02	
1.996E-1	-1.52E-02	
1.997E-1	-1.32E-02	
1.998E-1	-1.08E-02	
1.999E-1	-8.00E-03	
2.E-1	-5.20E-03	
2.001E-1	-2.80E-03	
2.002E-1	-8.00E-04	
2.003E-1	1.60E-03	
2.004E-1	2.00E-03	
2.005E-1	3.60E-03	
2.006E-1	4.80E-03	
2.007E-1	4.80E-03	
2.008E-1	5.60E-03	
2.009E-1	5.20E-03	
2.01E-1	5.20E-03	
2.011E-1	6.00E-03	
2.012E-1	5.20E-03	
2.013E-1	5.60E-03	
2.014E-1	4.80E-03	
2.015E-1	4.80E-03	
2.016E-1	4.80E-03	
2.017E-1	4.80E-03	
2.018E-1	4.00E-03	
2.019E-1	4.80E-03	
2.02E-1	3.60E-03	
2.021E-1	4.40E-03	
2.022E-1	4.40E-03	
2.023E-1	4.00E-03	
2.024E-1	4.40E-03	
2.025E-1	4.80E-03	
2.026E-1	4.40E-03	
2.027E-1	5.60E-03	
2.028E-1	5.20E-03	
2.029E-1	5.20E-03	
2.03E-1	5.60E-03	
2.031E-1	6.00E-03	
2.032E-1	5.60E-03	
2.033E-1	6.40E-03	
2.034E-1	6.40E-03	
2.035E-1	7.20E-03	
2.036E-1	6.80E-03	
2.037E-1	6.40E-03	
2.038E-1	7.60E-03	
2.039E-1	7.20E-03	
2.04E-1	7.60E-03	
2.041E-1	7.60E-03	
2.042E-1	7.20E-03	
2.043E-1	8.00E-03	
2.044E-1	7.60E-03	
2.045E-1	8.00E-03	
